"subject","trial_type","trial_index","time_elapsed","internal_node_id","success","timeout","failed_images","failed_audio","failed_video","rt","response","stimulus","native","AOL","LearnType1","LearnType2","LearnType3","LearnType4","LearnType5","LearnType6","which","AOA","timespent","word1","word2","sameordiffstims","vowel_word1","vowel_word2","vowelcontrast","tributesto","tributesto2","trialType","cont"
"71wt","html-keyboard-response",87,310363,"0.0-10.0-1.36",NA,NA,NA,NA,NA,707,"p","tour1500tuer","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","tour","tuer",1,"u","y","u/y","u/y","0","different","u/y"
"71wt","html-keyboard-response",89,314612,"0.0-10.0-1.37",NA,NA,NA,NA,NA,249,"q","spielen1500spielen","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","spielen","spielen",0,"i_long","i_long","i_long/i_long","u/i","y/i","same","i/i"
"71wt","html-keyboard-response",91,318897,"0.0-10.0-1.38",NA,NA,NA,NA,NA,677,"q","lieder1500lieder","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","lieder","lieder",0,"i_long","i_long","i_long/i_long","i/e","0","same","i/i"
"71wt","html-keyboard-response",93,322487,"0.0-10.0-1.39",NA,NA,NA,NA,NA,107,"p","kiel1500kuehl","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","kiel","kuehl",1,"i_long","y","y/i_long","y/i","0","different","i/y"
"71wt","html-keyboard-response",95,326630,"0.0-10.0-1.40",NA,NA,NA,NA,NA,470,"p","leder1500lieder","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","leder","lieder",1,"e_long","i_long","e_long/i_long","i/e","0","different","e/i"
"71wt","html-keyboard-response",97,331133,"0.0-10.0-1.41",NA,NA,NA,NA,NA,546,"p","stiel1500stuhl","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","stiel","stuhl",1,"i_long","u","u/i_long","u/i","0","different","u/i"
"71wt","html-keyboard-response",99,334796,"0.0-10.0-1.42",NA,NA,NA,NA,NA,415,"q","tier1500tier","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","tier","tier",0,"i_long","i_long","i_long/i_long","y/i","u/i","same","i/i"
"71wt","html-keyboard-response",101,338844,"0.0-10.0-1.43",NA,NA,NA,NA,NA,251,"p","stiel1500stuhl","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","stiel","stuhl",1,"i_long","u","u/i_long","u/i","0","different","u/i"
"71wt","html-keyboard-response",103,343187,"0.0-10.0-1.44",NA,NA,NA,NA,NA,754,"p","bluten1500blueten","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","bluten","blueten",1,"u","y","u/y","u/y","0","different","u/y"
"71wt","html-keyboard-response",105,347923,"0.0-10.0-1.45",NA,NA,NA,NA,NA,564,"q","spuelen1500spuelen","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","spuelen","spuelen",0,"y","y","y/y","y/i","u/y","same","y/y"
"71wt","html-keyboard-response",107,352546,"0.0-10.0-1.46",NA,NA,NA,NA,NA,1093,"q","lieder1500lieder","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","lieder","lieder",0,"i_long","i_long","i_long/i_long","i/e","0","same","i/i"
"71wt","html-keyboard-response",109,356071,"0.0-10.0-1.47",NA,NA,NA,NA,NA,274,"p","tour1500tier","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","tour","tier",1,"u","i_long","u/i_long","u/i","0","different","u/i"
"71wt","html-keyboard-response",111,359664,"0.0-10.0-1.48",NA,NA,NA,NA,NA,354,"q","tuer1500tuer","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","tuer","tuer",0,"y","y","y/y","y/i","u/i","same","y/y"
"71wt","html-keyboard-response",113,364034,"0.0-10.0-1.49",NA,NA,NA,NA,NA,533,"p","spulen1500spuelen","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","spulen","spuelen",1,"u","y","u/y","u/y","0","different","u/y"
"71wt","html-keyboard-response",115,368258,"0.0-10.0-1.50",NA,NA,NA,NA,NA,428,"q","stiel1500stiel","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","stiel","stiel",0,"i_long","i_long","i_long/i_long","u/i","0","same","i/i"
"71wt","html-keyboard-response",117,372250,"0.0-10.0-1.51",NA,NA,NA,NA,NA,453,"p","leder1500lieder","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","leder","lieder",1,"e_long","i_long","e_long/i_long","i/e","0","different","e/i"
"71wt","html-keyboard-response",119,376344,"0.0-10.0-1.52",NA,NA,NA,NA,NA,668,"p","bluten1500blueten","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","bluten","blueten",1,"u","y","u/y","u/y","0","different","u/y"
"71wt","html-keyboard-response",121,380040,"0.0-10.0-1.53",NA,NA,NA,NA,NA,322,"q","biene1500biene","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","biene","biene",0,"i_long","i_long","i_long/i_long","y/i","0","same","i/i"
"71wt","html-keyboard-response",123,383737,"0.0-10.0-1.54",NA,NA,NA,NA,NA,456,"q","tour1500tour","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","tour","tour",0,"u","u","u/u","u/i","u/y","same","u/u"
"71wt","html-keyboard-response",125,387896,"0.0-10.0-1.55",NA,NA,NA,NA,NA,781,"p","biene1500buehne","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","biene","buehne",1,"i_long","y","y/i_long","y/i","0","different","i/y"
"71wt","html-keyboard-response",127,392345,"0.0-10.0-1.56",NA,NA,NA,NA,NA,586,"q","stuhl1500stuhl","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","stuhl","stuhl",0,"u","u","u/u","u/i","0","same","u/u"
"71wt","html-keyboard-response",129,396676,"0.0-10.0-1.57",NA,NA,NA,NA,NA,925,"p","tier1500tour","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","tier","tour",1,"i_long","u","u/i_long","u/i","0","different","u/i"
"71wt","html-keyboard-response",131,400554,"0.0-10.0-1.58",NA,NA,NA,NA,NA,339,"q","bluten1500bluten","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","bluten","bluten",0,"u","u","u/u","u/y","0","same","u/u"
"71wt","html-keyboard-response",133,404567,"0.0-10.0-1.59",NA,NA,NA,NA,NA,772,"p","tier1500tour","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","tier","tour",1,"i_long","u","u/i_long","u/i","0","different","u/i"
"71wt","html-keyboard-response",135,410217,"0.0-10.0-1.60",NA,NA,NA,NA,NA,1653,"p","spielen1500spuelen","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","spielen","spuelen",1,"i_long","y","y/i_long","y/i","0","different","i/y"
"71wt","html-keyboard-response",137,414520,"0.0-10.0-1.61",NA,NA,NA,NA,NA,870,"p","tuer1500tour","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","tuer","tour",1,"y","u","u/y","u/y","0","different","u/y"
"71wt","html-keyboard-response",139,418799,"0.0-10.0-1.62",NA,NA,NA,NA,NA,298,"q","blueten1500blueten","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","blueten","blueten",0,"y","y","y/y","u/y","0","same","y/y"
"71wt","html-keyboard-response",141,423533,"0.0-10.0-1.63",NA,NA,NA,NA,NA,849,"q","siegel1500siegel","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","siegel","siegel",0,"i_long","i_long","i_long/i_long","i/e","0","same","i/i"
"71wt","html-keyboard-response",143,427875,"0.0-10.0-1.64",NA,NA,NA,NA,NA,287,"q","spulen1500spulen","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","spulen","spulen",0,"u","u","u/u","u/i","u/y","same","u/u"
"71wt","html-keyboard-response",145,432103,"0.0-10.0-1.65",NA,NA,NA,NA,NA,801,"q","bluten1500bluten","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","bluten","bluten",0,"u","u","u/u","u/y","0","same","u/u"
"71wt","html-keyboard-response",147,437225,"0.0-10.0-1.66",NA,NA,NA,NA,NA,1240,"p","siegel1500segel","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","siegel","segel",1,"i_long","e_long","e_long/i_long","i/e","0","different","e/i"
"71wt","html-keyboard-response",149,440786,"0.0-10.0-1.67",NA,NA,NA,NA,NA,309,"p","tour1500tuer","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","tour","tuer",1,"u","y","u/y","u/y","0","different","u/y"
"71wt","html-keyboard-response",151,445085,"0.0-10.0-1.68",NA,NA,NA,NA,NA,413,"p","segel1500siegel","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","segel","siegel",1,"e_long","i_long","e_long/i_long","i/e","0","different","e/i"
"71wt","html-keyboard-response",153,449790,"0.0-10.0-1.69",NA,NA,NA,NA,NA,698,"q","spuelen1500spuelen","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","spuelen","spuelen",0,"y","y","y/y","y/i","u/y","same","y/y"
"71wt","html-keyboard-response",155,453705,"0.0-10.0-1.70",NA,NA,NA,NA,NA,422,"q","kuehl1500kuehl","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","kuehl","kuehl",0,"y","y","y/y","y/i","0","same","y/y"
"71wt","html-keyboard-response",157,457653,"0.0-10.0-1.71",NA,NA,NA,NA,NA,522,"q","blueten1500blueten","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","blueten","blueten",0,"y","y","y/y","u/y","0","same","y/y"
"71wt","html-keyboard-response",159,461863,"0.0-10.0-1.72",NA,NA,NA,NA,NA,214,"p","spuelen1500spielen","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","spuelen","spielen",1,"y","i_long","y/i_long","y/i","0","different","i/y"
"71wt","html-keyboard-response",161,465873,"0.0-10.0-1.73",NA,NA,NA,NA,NA,640,"p","buehne1500biene","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","buehne","biene",1,"y","i_long","y/i_long","y/i","0","different","i/y"
"71wt","html-keyboard-response",163,469804,"0.0-10.0-1.74",NA,NA,NA,NA,NA,440,"p","kuehl1500kiel","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","kuehl","kiel",1,"y","i_long","y/i_long","y/i","0","different","i/y"
"71wt","html-keyboard-response",165,474546,"0.0-10.0-1.75",NA,NA,NA,NA,NA,533,"p","spulen1500spielen","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","spulen","spielen",1,"u","i_long","u/i_long","u/i","0","different","u/i"
"71wt","html-keyboard-response",167,478898,"0.0-10.0-1.76",NA,NA,NA,NA,NA,353,"q","kiel1500kiel","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","kiel","kiel",0,"i_long","i_long","i_long/i_long","y/i","0","same","i/i"
"71wt","html-keyboard-response",169,482631,"0.0-10.0-1.77",NA,NA,NA,NA,NA,240,"q","kiel1500kiel","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","kiel","kiel",0,"i_long","i_long","i_long/i_long","y/i","0","same","i/i"
"71wt","html-keyboard-response",171,486747,"0.0-10.0-1.78",NA,NA,NA,NA,NA,62,"p","spulen1500spielen","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","spulen","spielen",1,"u","i_long","u/i_long","u/i","0","different","u/i"
"71wt","html-keyboard-response",173,490346,"0.0-10.0-1.79",NA,NA,NA,NA,NA,363,"p","tuer1500tour","Englisch","11","classeshome","selflearn",NA,"uni",NA,"immersion","In ein deutschsprachiges Land wohnen","20","14 Monaten","tuer","tour",1,"y","u","u/y","u/y","0","different","u/y"
"8dul","html-keyboard-response",17,131054,"0.0-10.0-1.0",NA,NA,NA,NA,NA,532,"q","tour1500tour","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","tour","tour",0,"u","u","u/u","u/i","u/y","same","u/u"
"8dul","html-keyboard-response",19,135747,"0.0-10.0-1.1",NA,NA,NA,NA,NA,865,"p","tier1500tour","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","tier","tour",1,"i_long","u","u/i_long","u/i","0","different","u/i"
"8dul","html-keyboard-response",21,140385,"0.0-10.0-1.2",NA,NA,NA,NA,NA,882,"p","lieder1500leder","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","lieder","leder",1,"i_long","e_long","e_long/i_long","i/e","0","different","e/i"
"8dul","html-keyboard-response",23,145584,"0.0-10.0-1.3",NA,NA,NA,NA,NA,1282,"q","bluten1500blueten","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","bluten","blueten",1,"u","y","u/y","u/y","0","different","u/y"
"8dul","html-keyboard-response",25,150502,"0.0-10.0-1.4",NA,NA,NA,NA,NA,1378,"q","lieder1500leder","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","lieder","leder",1,"i_long","e_long","e_long/i_long","i/e","0","different","e/i"
"8dul","html-keyboard-response",27,155656,"0.0-10.0-1.5",NA,NA,NA,NA,NA,232,"q","spulen1500spulen","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","spulen","spulen",0,"u","u","u/u","u/i","u/y","same","u/u"
"8dul","html-keyboard-response",29,160261,"0.0-10.0-1.6",NA,NA,NA,NA,NA,397,"q","siegel1500siegel","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","siegel","siegel",0,"i_long","i_long","i_long/i_long","i/e","0","same","i/i"
"8dul","html-keyboard-response",31,164997,"0.0-10.0-1.7",NA,NA,NA,NA,NA,333,"p","spuelen1500spulen","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","spuelen","spulen",1,"y","u","u/y","u/y","0","different","u/y"
"8dul","html-keyboard-response",33,169291,"0.0-10.0-1.8",NA,NA,NA,NA,NA,210,"q","stiel1500stiel","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","stiel","stiel",0,"i_long","i_long","i_long/i_long","u/i","0","same","i/i"
"8dul","html-keyboard-response",35,174184,"0.0-10.0-1.9",NA,NA,NA,NA,NA,462,"p","spulen1500spuelen","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","spulen","spuelen",1,"u","y","u/y","u/y","0","different","u/y"
"8dul","html-keyboard-response",37,178525,"0.0-10.0-1.10",NA,NA,NA,NA,NA,384,"q","kuehl1500kuehl","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","kuehl","kuehl",0,"y","y","y/y","y/i","0","same","y/y"
"8dul","html-keyboard-response",39,183242,"0.0-10.0-1.11",NA,NA,NA,NA,NA,516,"p","leder1500lieder","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","leder","lieder",1,"e_long","i_long","e_long/i_long","i/e","0","different","e/i"
"8dul","html-keyboard-response",41,187694,"0.0-10.0-1.12",NA,NA,NA,NA,NA,51,"q","siegel1500siegel","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","siegel","siegel",0,"i_long","i_long","i_long/i_long","i/e","0","same","i/i"
"8dul","html-keyboard-response",43,191408,"0.0-10.0-1.13",NA,NA,NA,NA,NA,203,"q","kuehl1500kuehl","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","kuehl","kuehl",0,"y","y","y/y","y/i","0","same","y/y"
"8dul","html-keyboard-response",45,195742,"0.0-10.0-1.14",NA,NA,NA,NA,NA,279,"q","kiel1500kiel","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","kiel","kiel",0,"i_long","i_long","i_long/i_long","y/i","0","same","i/i"
"8dul","html-keyboard-response",47,199535,"0.0-10.0-1.15",NA,NA,NA,NA,NA,312,"q","tier1500tier","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","tier","tier",0,"i_long","i_long","i_long/i_long","y/i","u/i","same","i/i"
"8dul","html-keyboard-response",49,203778,"0.0-10.0-1.16",NA,NA,NA,NA,NA,453,"p","tour1500tier","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","tour","tier",1,"u","i_long","u/i_long","u/i","0","different","u/i"
"8dul","html-keyboard-response",51,208624,"0.0-10.0-1.17",NA,NA,NA,NA,NA,140,"q","spielen1500spielen","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","spielen","spielen",0,"i_long","i_long","i_long/i_long","u/i","y/i","same","i/i"
"8dul","html-keyboard-response",53,213513,"0.0-10.0-1.18",NA,NA,NA,NA,NA,251,"p","spielen1500spulen","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","spielen","spulen",1,"i_long","u","u/i_long","u/i","0","different","u/i"
"8dul","html-keyboard-response",55,218499,"0.0-10.0-1.19",NA,NA,NA,NA,NA,696,"p","spuelen1500spielen","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","spuelen","spielen",1,"y","i_long","y/i_long","y/i","0","different","i/y"
"8dul","html-keyboard-response",57,222491,"0.0-10.0-1.20",NA,NA,NA,NA,NA,409,"q","kiel1500kiel","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","kiel","kiel",0,"i_long","i_long","i_long/i_long","y/i","0","same","i/i"
"8dul","html-keyboard-response",59,226766,"0.0-10.0-1.21",NA,NA,NA,NA,NA,403,"p","spuelen1500spulen","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","spuelen","spulen",1,"y","u","u/y","u/y","0","different","u/y"
"8dul","html-keyboard-response",61,231050,"0.0-10.0-1.22",NA,NA,NA,NA,NA,505,"q","tuer1500tuer","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","tuer","tuer",0,"y","y","y/y","y/i","u/i","same","y/y"
"8dul","html-keyboard-response",63,235516,"0.0-10.0-1.23",NA,NA,NA,NA,NA,431,"p","kuehl1500kiel","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","kuehl","kiel",1,"y","i_long","y/i_long","y/i","0","different","i/y"
"8dul","html-keyboard-response",65,240379,"0.0-10.0-1.24",NA,NA,NA,NA,NA,317,"q","lieder1500lieder","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","lieder","lieder",0,"i_long","i_long","i_long/i_long","i/e","0","same","i/i"
"8dul","html-keyboard-response",67,244623,"0.0-10.0-1.25",NA,NA,NA,NA,NA,461,"p","tuer1500tour","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","tuer","tour",1,"y","u","u/y","u/y","0","different","u/y"
"8dul","html-keyboard-response",69,248958,"0.0-10.0-1.26",NA,NA,NA,NA,NA,14,"q","spuelen1500spuelen","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","spuelen","spuelen",0,"y","y","y/y","y/i","u/y","same","y/y"
"8dul","html-keyboard-response",71,254402,"0.0-10.0-1.27",NA,NA,NA,NA,NA,777,"q","leder1500leder","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","leder","leder",0,"e_long","e_long","e_long/e_long","i/e","0","same","e/e"
"8dul","html-keyboard-response",73,258608,"0.0-10.0-1.28",NA,NA,NA,NA,NA,106,"q","spulen1500spulen","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","spulen","spulen",0,"u","u","u/u","u/i","u/y","same","u/u"
"8dul","html-keyboard-response",75,262582,"0.0-10.0-1.29",NA,NA,NA,NA,NA,538,"p","bluten1500blueten","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","bluten","blueten",1,"u","y","u/y","u/y","0","different","u/y"
"8dul","html-keyboard-response",77,267182,"0.0-10.0-1.30",NA,NA,NA,NA,NA,337,"q","buehne1500buehne","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","buehne","buehne",0,"y","y","y/y","y/i","0","same","y/y"
"8dul","html-keyboard-response",79,271761,"0.0-10.0-1.31",NA,NA,NA,NA,NA,498,"p","stiel1500stuhl","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","stiel","stuhl",1,"i_long","u","u/i_long","u/i","0","different","u/i"
"8dul","html-keyboard-response",81,276181,"0.0-10.0-1.32",NA,NA,NA,NA,NA,276,"q","spuelen1500spuelen","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","spuelen","spuelen",0,"y","y","y/y","y/i","u/y","same","y/y"
"8dul","html-keyboard-response",83,280452,"0.0-10.0-1.33",NA,NA,NA,NA,NA,410,"p","spulen1500spuelen","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","spulen","spuelen",1,"u","y","u/y","u/y","0","different","u/y"
"8dul","html-keyboard-response",85,284643,"0.0-10.0-1.34",NA,NA,NA,NA,NA,140,"q","spielen1500spielen","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","spielen","spielen",0,"i_long","i_long","i_long/i_long","u/i","y/i","same","i/i"
"8dul","html-keyboard-response",87,288387,"0.0-10.0-1.35",NA,NA,NA,NA,NA,484,"q","tuer1500tuer","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","tuer","tuer",0,"y","y","y/y","y/i","u/i","same","y/y"
"8dul","html-keyboard-response",89,292076,"0.0-10.0-1.36",NA,NA,NA,NA,NA,270,"q","buehne1500buehne","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","buehne","buehne",0,"y","y","y/y","y/i","0","same","y/y"
"8dul","html-keyboard-response",91,296854,"0.0-10.0-1.37",NA,NA,NA,NA,NA,352,"q","stuhl1500stuhl","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","stuhl","stuhl",0,"u","u","u/u","u/i","0","same","u/u"
"8dul","html-keyboard-response",93,301123,"0.0-10.0-1.38",NA,NA,NA,NA,NA,618,"p","blueten1500bluten","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","blueten","bluten",1,"y","u","u/y","u/y","0","different","u/y"
"8dul","html-keyboard-response",95,305043,"0.0-10.0-1.39",NA,NA,NA,NA,NA,662,"q","tour1500tour","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","tour","tour",0,"u","u","u/u","u/i","u/y","same","u/u"
"8dul","html-keyboard-response",97,310050,"0.0-10.0-1.40",NA,NA,NA,NA,NA,485,"p","segel1500siegel","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","segel","siegel",1,"e_long","i_long","e_long/i_long","i/e","0","different","e/i"
"8dul","html-keyboard-response",99,314711,"0.0-10.0-1.41",NA,NA,NA,NA,NA,165,"p","spielen1500spuelen","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","spielen","spuelen",1,"i_long","y","y/i_long","y/i","0","different","i/y"
"8dul","html-keyboard-response",101,318742,"0.0-10.0-1.42",NA,NA,NA,NA,NA,359,"q","bluten1500bluten","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","bluten","bluten",0,"u","u","u/u","u/y","0","same","u/u"
"8dul","html-keyboard-response",103,322881,"0.0-10.0-1.43",NA,NA,NA,NA,NA,240,"p","segel1500siegel","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","segel","siegel",1,"e_long","i_long","e_long/i_long","i/e","0","different","e/i"
"8dul","html-keyboard-response",105,327023,"0.0-10.0-1.44",NA,NA,NA,NA,NA,719,"q","bluten1500bluten","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","bluten","bluten",0,"u","u","u/u","u/y","0","same","u/u"
"8dul","html-keyboard-response",107,331337,"0.0-10.0-1.45",NA,NA,NA,NA,NA,375,"q","biene1500biene","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","biene","biene",0,"i_long","i_long","i_long/i_long","y/i","0","same","i/i"
"8dul","html-keyboard-response",109,335422,"0.0-10.0-1.46",NA,NA,NA,NA,NA,178,"q","blueten1500blueten","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","blueten","blueten",0,"y","y","y/y","u/y","0","same","y/y"
"8dul","html-keyboard-response",111,339779,"0.0-10.0-1.47",NA,NA,NA,NA,NA,357,"p","biene1500buehne","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","biene","buehne",1,"i_long","y","y/i_long","y/i","0","different","i/y"
"8dul","html-keyboard-response",113,344285,"0.0-10.0-1.48",NA,NA,NA,NA,NA,384,"p","kiel1500kuehl","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","kiel","kuehl",1,"i_long","y","y/i_long","y/i","0","different","i/y"
"8dul","html-keyboard-response",115,348948,"0.0-10.0-1.49",NA,NA,NA,NA,NA,367,"p","spulen1500spielen","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","spulen","spielen",1,"u","i_long","u/i_long","u/i","0","different","u/i"
"8dul","html-keyboard-response",117,352669,"0.0-10.0-1.50",NA,NA,NA,NA,NA,168,"q","lieder1500lieder","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","lieder","lieder",0,"i_long","i_long","i_long/i_long","i/e","0","same","i/i"
"8dul","html-keyboard-response",119,356586,"0.0-10.0-1.51",NA,NA,NA,NA,NA,84,"q","stiel1500stiel","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","stiel","stiel",0,"i_long","i_long","i_long/i_long","u/i","0","same","i/i"
"8dul","html-keyboard-response",121,360203,"0.0-10.0-1.52",NA,NA,NA,NA,NA,178,"q","blueten1500blueten","Engish ","12",NA,NA,"lgeschool",NA,NA,NA,"","","","blueten","blueten",0,"y","y","y/y","u/y","0","same","y/y"
