"","subject","trial_type","trial_index","time_elapsed","internal_node_id","success","timeout","failed_images","failed_audio","failed_video","rt","response","stimulus","native","AOL","LearnType1","LearnType2","LearnType3","LearnType4","LearnType5","LearnType6","which","AOA","timespent","audiostim","audionodeid","audiogiven","pic_choices","leftpic","rightpic","correct","vowelcontrast"
"228","0p5y","image-keyboard-response",227,705366,"0.0-17.0-1.0",NA,NA,NA,NA,NA,"1181","p","pics/scaled/tier_tour.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","tour.wav","0.0-17.0-0.0","tour","tier_tour","tier","tour",1,"i/u"
"230","0p5y","image-keyboard-response",229,707720,"0.0-17.0-1.1",NA,NA,NA,NA,NA,"785","p","pics/scaled/stiel2_stuhl.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","stuhl.wav","0.0-17.0-0.1","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u"
"232","0p5y","image-keyboard-response",231,710002,"0.0-17.0-1.2",NA,NA,NA,NA,NA,"597","p","pics/scaled/spulen_spuelen.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","spuelen2.wav","0.0-17.0-0.2","spuelen","spulen_spuelen","spulen","spuelen",1,"y/u"
"234","0p5y","image-keyboard-response",233,712110,"0.0-17.0-1.3",NA,NA,NA,NA,NA,"725","p","pics/scaled/biene_buehne.png","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","buehne.wav","0.0-17.0-0.3","buehne","biene_buehne","biene","buehne",1,"y/i"
"236","0p5y","image-keyboard-response",235,714198,"0.0-17.0-1.4",NA,NA,NA,NA,NA,"653","p","pics/scaled/lieder_leder.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","lieder.wav","0.0-17.0-0.4","lieder","lieder_leder","leder","lieder",1,"i/e"
"238","0p5y","image-keyboard-response",237,717874,"0.0-17.0-1.5",NA,NA,NA,NA,NA,"2089","q","pics/scaled/stiel2_stuhl.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","stiel.wav","0.0-17.0-0.5","stiel","stiel_stuhl","stiel","stuhl",1,"i/u"
"240","0p5y","image-keyboard-response",239,720327,"0.0-17.0-1.6",NA,NA,NA,NA,NA,"862","p","pics/scaled/stiel2_stuhl.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","stuhl.wav","0.0-17.0-0.6","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u"
"242","0p5y","image-keyboard-response",241,722909,"0.0-17.0-1.7",NA,NA,NA,NA,NA,"1145","p","pics/scaled/kiel_kuehl.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","kuehl.wav","0.0-17.0-0.7","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i"
"244","0p5y","image-keyboard-response",243,724854,"0.0-17.0-1.8",NA,NA,NA,NA,NA,"489","q","pics/scaled/lieder_leder.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","leder.wav","0.0-17.0-0.8","leder","lieder_leder","leder","lieder",1,"i/e"
"246","0p5y","image-keyboard-response",245,726835,"0.0-17.0-1.9",NA,NA,NA,NA,NA,"550","p","pics/scaled/lieder_leder.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","lieder.wav","0.0-17.0-0.9","lieder","lieder_leder","leder","lieder",1,"i/e"
"248","0p5y","image-keyboard-response",247,729137,"0.0-17.0-1.10",NA,NA,NA,NA,NA,"993","p","pics/scaled/tier_tour.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","tour.wav","0.0-17.0-0.10","tour","tier_tour","tier","tour",1,"i/u"
"250","0p5y","image-keyboard-response",249,732632,"0.0-17.0-1.11",NA,NA,NA,NA,NA,"2187","p","pics/scaled/tuer_tour.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","tuer.wav","0.0-17.0-0.11","tuer","tuer_tour","tour","tuer",1,"y/u"
"252","0p5y","image-keyboard-response",251,735273,"0.0-17.0-1.12",NA,NA,NA,NA,NA,"949","p","pics/scaled/spulen_spuelen.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","spuelen2.wav","0.0-17.0-0.12","spuelen","spulen_spuelen","spulen","spuelen",1,"y/u"
"254","0p5y","image-keyboard-response",253,737433,"0.0-17.0-1.13",NA,NA,NA,NA,NA,"389","q","pics/scaled/spielen_spuelen.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","spielen.wav","0.0-17.0-0.13","spielen","spielen_spuelen","spielen","spuelen",1,"y/i"
"256","0p5y","image-keyboard-response",255,740229,"0.0-17.0-1.14",NA,NA,NA,NA,NA,"1095","q","pics/scaled/spielen_spulen.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","spulen.wav","0.0-17.0-0.14","spulen","spielen_spulen","spulen","spielen",1,"i/u"
"258","0p5y","image-keyboard-response",257,742614,"0.0-17.0-1.15",NA,NA,NA,NA,NA,"680","p","pics/scaled/spielen_spulen.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","spielen2.wav","0.0-17.0-0.15","spielen","spielen_spulen","spulen","spielen",1,"i/u"
"260","0p5y","image-keyboard-response",259,745629,"0.0-17.0-1.16",NA,NA,NA,NA,NA,"1434","p","pics/scaled/stiel2_stuhl.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","stuhl.wav","0.0-17.0-0.16","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u"
"262","0p5y","image-keyboard-response",261,747761,"0.0-17.0-1.17",NA,NA,NA,NA,NA,"466","q","pics/scaled/spielen_spuelen.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","spielen.wav","0.0-17.0-0.17","spielen","spielen_spuelen","spielen","spuelen",1,"y/i"
"264","0p5y","image-keyboard-response",263,749962,"0.0-17.0-1.18",NA,NA,NA,NA,NA,"617","q","pics/scaled/stiel2_stuhl.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","stiel.wav","0.0-17.0-0.18","stiel","stiel_stuhl","stiel","stuhl",1,"i/u"
"266","0p5y","image-keyboard-response",265,752610,"0.0-17.0-1.19",NA,NA,NA,NA,NA,"1226","p","pics/scaled/kiel_kuehl.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","kuehl.wav","0.0-17.0-0.19","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i"
"268","0p5y","image-keyboard-response",267,755924,"0.0-17.0-1.20",NA,NA,NA,NA,NA,"1950","p","pics/scaled/bluten_blueten.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","blueten.wav","0.0-17.0-0.20","blueten","bluten_blueten","blueten","bluten",0,"y/u"
"270","0p5y","image-keyboard-response",269,758687,"0.0-17.0-1.21",NA,NA,NA,NA,NA,"1093","p","pics/scaled/spulen_spuelen.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","spulen.wav","0.0-17.0-0.21","spulen","spulen_spuelen","spulen","spuelen",0,"y/u"
"272","0p5y","image-keyboard-response",271,761411,"0.0-17.0-1.22",NA,NA,NA,NA,NA,"1177","q","pics/scaled/stiel2_stuhl.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","stiel.wav","0.0-17.0-0.22","stiel","stiel_stuhl","stiel","stuhl",1,"i/u"
"274","0p5y","image-keyboard-response",273,763455,"0.0-17.0-1.23",NA,NA,NA,NA,NA,"700","p","pics/scaled/biene_buehne.png","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","buehne.wav","0.0-17.0-0.23","buehne","biene_buehne","biene","buehne",1,"y/i"
"276","0p5y","image-keyboard-response",275,766217,"0.0-17.0-1.24",NA,NA,NA,NA,NA,"1462","q","pics/scaled/tier_tour.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","tier.wav","0.0-17.0-0.24","tier","tier_tour","tier","tour",1,"i/u"
"278","0p5y","image-keyboard-response",277,770129,"0.0-17.0-1.25",NA,NA,NA,NA,NA,"2535","p","pics/scaled/bluten_blueten.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","bluten.wav","0.0-17.0-0.25","bluten","bluten_blueten","blueten","bluten",1,"y/u"
"280","0p5y","image-keyboard-response",279,772685,"0.0-17.0-1.26",NA,NA,NA,NA,NA,"890","p","pics/scaled/spulen_spuelen.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","spuelen2.wav","0.0-17.0-0.26","spuelen","spulen_spuelen","spulen","spuelen",1,"y/u"
"282","0p5y","image-keyboard-response",281,776163,"0.0-17.0-1.27",NA,NA,NA,NA,NA,"1810","q","pics/scaled/spulen_spuelen.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","spulen.wav","0.0-17.0-0.27","spulen","spulen_spuelen","spulen","spuelen",1,"y/u"
"284","0p5y","image-keyboard-response",283,778419,"0.0-17.0-1.28",NA,NA,NA,NA,NA,"595","p","pics/scaled/spielen_spuelen.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","spuelen2.wav","0.0-17.0-0.28","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i"
"286","0p5y","image-keyboard-response",285,782730,"0.0-17.0-1.29",NA,NA,NA,NA,NA,"2706","q","pics/scaled/siegel_segel.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","siegel.wav","0.0-17.0-0.29","siegel","siegel_segel","segel","siegel",0,"i/e"
"288","0p5y","image-keyboard-response",287,785691,"0.0-17.0-1.30",NA,NA,NA,NA,NA,"1547","q","pics/scaled/kiel_kuehl.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","kiel.wav","0.0-17.0-0.30","kiel","kiel_kuehl","kiel","kuehl",1,"y/i"
"290","0p5y","image-keyboard-response",289,789036,"0.0-17.0-1.31",NA,NA,NA,NA,NA,"2072","p","pics/scaled/tuer_tour.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","tour.wav","0.0-17.0-0.31","tour","tuer_tour","tour","tuer",0,"y/u"
"292","0p5y","image-keyboard-response",291,792145,"0.0-17.0-1.32",NA,NA,NA,NA,NA,"1740","p","pics/scaled/bluten_blueten.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","bluten.wav","0.0-17.0-0.32","bluten","bluten_blueten","blueten","bluten",1,"y/u"
"294","0p5y","image-keyboard-response",293,794222,"0.0-17.0-1.33",NA,NA,NA,NA,NA,"658","p","pics/scaled/kiel_kuehl.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","kuehl.wav","0.0-17.0-0.33","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i"
"296","0p5y","image-keyboard-response",295,796086,"0.0-17.0-1.34",NA,NA,NA,NA,NA,"461","q","pics/scaled/kiel_kuehl.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","kiel.wav","0.0-17.0-0.34","kiel","kiel_kuehl","kiel","kuehl",1,"y/i"
"298","0p5y","image-keyboard-response",297,798673,"0.0-17.0-1.35",NA,NA,NA,NA,NA,"1289","p","pics/scaled/tuer_tour.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","tuer.wav","0.0-17.0-0.35","tuer","tuer_tour","tour","tuer",1,"y/u"
"300","0p5y","image-keyboard-response",299,801826,"0.0-17.0-1.36",NA,NA,NA,NA,NA,"1461","q","pics/scaled/spielen_spulen.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","spulen.wav","0.0-17.0-0.36","spulen","spielen_spulen","spulen","spielen",1,"i/u"
"302","0p5y","image-keyboard-response",301,805012,"0.0-17.0-1.37",NA,NA,NA,NA,NA,"1887","q","pics/scaled/tier_tour.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","tier.wav","0.0-17.0-0.37","tier","tier_tour","tier","tour",1,"i/u"
"304","0p5y","image-keyboard-response",303,808083,"0.0-17.0-1.38",NA,NA,NA,NA,NA,"1698","p","pics/scaled/bluten_blueten.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","blueten.wav","0.0-17.0-0.38","blueten","bluten_blueten","blueten","bluten",0,"y/u"
"306","0p5y","image-keyboard-response",305,810038,"0.0-17.0-1.39",NA,NA,NA,NA,NA,"594","p","pics/scaled/biene_buehne.png","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","buehne.wav","0.0-17.0-0.39","buehne","biene_buehne","biene","buehne",1,"y/i"
"308","0p5y","image-keyboard-response",307,812190,"0.0-17.0-1.40",NA,NA,NA,NA,NA,"885","p","pics/scaled/tuer_tour.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","tuer.wav","0.0-17.0-0.40","tuer","tuer_tour","tour","tuer",1,"y/u"
"310","0p5y","image-keyboard-response",309,814108,"0.0-17.0-1.41",NA,NA,NA,NA,NA,"484","q","pics/scaled/lieder_leder.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","leder.wav","0.0-17.0-0.41","leder","lieder_leder","leder","lieder",1,"i/e"
"312","0p5y","image-keyboard-response",311,816142,"0.0-17.0-1.42",NA,NA,NA,NA,NA,"357","p","pics/scaled/spielen_spulen.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","spielen2.wav","0.0-17.0-0.42","spielen","spielen_spulen","spulen","spielen",1,"i/u"
"314","0p5y","image-keyboard-response",313,819754,"0.0-17.0-1.43",NA,NA,NA,NA,NA,"1929","p","pics/scaled/spulen_spuelen.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","spulen.wav","0.0-17.0-0.43","spulen","spulen_spuelen","spulen","spuelen",0,"y/u"
"316","0p5y","image-keyboard-response",315,822704,"0.0-17.0-1.44",NA,NA,NA,NA,NA,"1580","p","pics/scaled/bluten_blueten.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","bluten.wav","0.0-17.0-0.44","bluten","bluten_blueten","blueten","bluten",1,"y/u"
"318","0p5y","image-keyboard-response",317,824535,"0.0-17.0-1.45",NA,NA,NA,NA,NA,"411","q","pics/scaled/lieder_leder.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","leder.wav","0.0-17.0-0.45","leder","lieder_leder","leder","lieder",1,"i/e"
"320","0p5y","image-keyboard-response",319,827226,"0.0-17.0-1.46",NA,NA,NA,NA,NA,"1341","p","pics/scaled/bluten_blueten.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","blueten.wav","0.0-17.0-0.46","blueten","bluten_blueten","blueten","bluten",0,"y/u"
"322","0p5y","image-keyboard-response",321,829155,"0.0-17.0-1.47",NA,NA,NA,NA,NA,"531","q","pics/scaled/kiel_kuehl.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","kiel.wav","0.0-17.0-0.47","kiel","kiel_kuehl","kiel","kuehl",1,"y/i"
"324","0p5y","image-keyboard-response",323,831222,"0.0-17.0-1.48",NA,NA,NA,NA,NA,"397","p","pics/scaled/spielen_spuelen.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","spuelen2.wav","0.0-17.0-0.48","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i"
"326","0p5y","image-keyboard-response",325,833269,"0.0-17.0-1.49",NA,NA,NA,NA,NA,"365","p","pics/scaled/spielen_spulen.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","spielen2.wav","0.0-17.0-0.49","spielen","spielen_spulen","spulen","spielen",1,"i/u"
"328","0p5y","image-keyboard-response",327,835408,"0.0-17.0-1.50",NA,NA,NA,NA,NA,"464","q","pics/scaled/spielen_spuelen.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","spielen.wav","0.0-17.0-0.50","spielen","spielen_spuelen","spielen","spuelen",1,"y/i"
"330","0p5y","image-keyboard-response",329,837328,"0.0-17.0-1.51",NA,NA,NA,NA,NA,"583","q","pics/scaled/biene_buehne.png","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","biene.wav","0.0-17.0-0.51","biene","biene_buehne","biene","buehne",1,"y/i"
"332","0p5y","image-keyboard-response",331,840568,"0.0-17.0-1.52",NA,NA,NA,NA,NA,"1644","q","pics/scaled/siegel_segel.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","siegel.wav","0.0-17.0-0.52","siegel","siegel_segel","segel","siegel",0,"i/e"
"334","0p5y","image-keyboard-response",333,843979,"0.0-17.0-1.53",NA,NA,NA,NA,NA,"1815","q","pics/scaled/siegel_segel.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","segel.wav","0.0-17.0-0.53","segel","siegel_segel","segel","siegel",1,"i/e"
"336","0p5y","image-keyboard-response",335,846237,"0.0-17.0-1.54",NA,NA,NA,NA,NA,"653","q","pics/scaled/siegel_segel.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","segel.wav","0.0-17.0-0.54","segel","siegel_segel","segel","siegel",1,"i/e"
"338","0p5y","image-keyboard-response",337,848313,"0.0-17.0-1.55",NA,NA,NA,NA,NA,"649","q","pics/scaled/lieder_leder.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","lieder.wav","0.0-17.0-0.55","lieder","lieder_leder","leder","lieder",0,"i/e"
"340","0p5y","image-keyboard-response",339,850851,"0.0-17.0-1.56",NA,NA,NA,NA,NA,"1247","p","pics/scaled/tier_tour.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","tour.wav","0.0-17.0-0.56","tour","tier_tour","tier","tour",1,"i/u"
"342","0p5y","image-keyboard-response",341,853656,"0.0-17.0-1.57",NA,NA,NA,NA,NA,"1212","p","pics/scaled/siegel_segel.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","siegel.wav","0.0-17.0-0.57","siegel","siegel_segel","segel","siegel",1,"i/e"
"344","0p5y","image-keyboard-response",343,856753,"0.0-17.0-1.58",NA,NA,NA,NA,NA,"1829","q","pics/scaled/tuer_tour.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","tour.wav","0.0-17.0-0.58","tour","tuer_tour","tour","tuer",1,"y/u"
"346","0p5y","image-keyboard-response",345,859248,"0.0-17.0-1.59",NA,NA,NA,NA,NA,"805","q","pics/scaled/spielen_spulen.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","spulen.wav","0.0-17.0-0.59","spulen","spielen_spulen","spulen","spielen",1,"i/u"
"348","0p5y","image-keyboard-response",347,861093,"0.0-17.0-1.60",NA,NA,NA,NA,NA,"489","q","pics/scaled/biene_buehne.png","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","biene.wav","0.0-17.0-0.60","biene","biene_buehne","biene","buehne",1,"y/i"
"350","0p5y","image-keyboard-response",349,863312,"0.0-17.0-1.61",NA,NA,NA,NA,NA,"927","p","pics/scaled/tuer_tour.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","tour.wav","0.0-17.0-0.61","tour","tuer_tour","tour","tuer",0,"y/u"
"352","0p5y","image-keyboard-response",351,865116,"0.0-17.0-1.62",NA,NA,NA,NA,NA,"512","q","pics/scaled/tier_tour.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","tier.wav","0.0-17.0-0.62","tier","tier_tour","tier","tour",1,"i/u"
"354","0p5y","image-keyboard-response",353,866983,"0.0-17.0-1.63",NA,NA,NA,NA,NA,"519","q","pics/scaled/biene_buehne.png","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","biene.wav","0.0-17.0-0.63","biene","biene_buehne","biene","buehne",1,"y/i"
"356","0p5y","image-keyboard-response",355,870096,"0.0-17.0-1.64",NA,NA,NA,NA,NA,"1511","p","pics/scaled/siegel_segel.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","segel.wav","0.0-17.0-0.64","segel","siegel_segel","segel","siegel",0,"i/e"
"358","0p5y","image-keyboard-response",357,872327,"0.0-17.0-1.65",NA,NA,NA,NA,NA,"563","p","pics/scaled/spielen_spuelen.jpg","Englisch","12","classeshome","selflearn",NA,"uni","classesabroad","immersion","4","18","1 Jahr","spuelen2.wav","0.0-17.0-0.65","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i"
"586","0pan","image-keyboard-response",227,741310,"0.0-17.0-1.0",NA,NA,NA,NA,NA,"805","q","pics/scaled/stiel2_stuhl.jpg","Englisch","11",NA,"selflearn",NA,"uni","classesabroad","immersion","Deutsch an der Uni","24","7 Monate","stiel.wav","0.0-17.0-0.0","stiel","stiel_stuhl","stiel","stuhl",1,"i/u"
"588","0pan","image-keyboard-response",229,743639,"0.0-17.0-1.1",NA,NA,NA,NA,NA,"410","q","pics/scaled/stiel2_stuhl.jpg","Englisch","11",NA,"selflearn",NA,"uni","classesabroad","immersion","Deutsch an der Uni","24","7 Monate","stiel.wav","0.0-17.0-0.1","stiel","stiel_stuhl","stiel","stuhl",1,"i/u"
"590","0pan","image-keyboard-response",231,745854,"0.0-17.0-1.2",NA,NA,NA,NA,NA,"466","q","pics/scaled/kiel_kuehl.jpg","Englisch","11",NA,"selflearn",NA,"uni","classesabroad","immersion","Deutsch an der Uni","24","7 Monate","kiel.wav","0.0-17.0-0.2","kiel","kiel_kuehl","kiel","kuehl",1,"y/i"
"592","0pan","image-keyboard-response",233,748858,"0.0-17.0-1.3",NA,NA,NA,NA,NA,"1054","p","pics/scaled/siegel_segel.jpg","Englisch","11",NA,"selflearn",NA,"uni","classesabroad","immersion","Deutsch an der Uni","24","7 Monate","siegel.wav","0.0-17.0-0.3","siegel","siegel_segel","segel","siegel",1,"i/e"
"594","0pan","image-keyboard-response",235,751378,"0.0-17.0-1.4",NA,NA,NA,NA,NA,"754","p","pics/scaled/lieder_leder.jpg","Englisch","11",NA,"selflearn",NA,"uni","classesabroad","immersion","Deutsch an der Uni","24","7 Monate","lieder.wav","0.0-17.0-0.4","lieder","lieder_leder","leder","lieder",1,"i/e"
"596","0pan","image-keyboard-response",237,753324,"0.0-17.0-1.5",NA,NA,NA,NA,NA,"180","q","pics/scaled/lieder_leder.jpg","Englisch","11",NA,"selflearn",NA,"uni","classesabroad","immersion","Deutsch an der Uni","24","7 Monate","leder.wav","0.0-17.0-0.5","leder","lieder_leder","leder","lieder",1,"i/e"
"598","0pan","image-keyboard-response",239,755439,"0.0-17.0-1.6",NA,NA,NA,NA,NA,"495","p","pics/scaled/tier_tour.jpg","Englisch","11",NA,"selflearn",NA,"uni","classesabroad","immersion","Deutsch an der Uni","24","7 Monate","tour.wav","0.0-17.0-0.6","tour","tier_tour","tier","tour",1,"i/u"
"600","0pan","image-keyboard-response",241,759534,"0.0-17.0-1.7",NA,NA,NA,NA,NA,"2066","q","pics/scaled/spulen_spuelen.jpg","Englisch","11",NA,"selflearn",NA,"uni","classesabroad","immersion","Deutsch an der Uni","24","7 Monate","spulen.wav","0.0-17.0-0.7","spulen","spulen_spuelen","spulen","spuelen",1,"y/u"
"602","0pan","image-keyboard-response",243,761997,"0.0-17.0-1.8",NA,NA,NA,NA,NA,"790","q","pics/scaled/biene_buehne.png","Englisch","11",NA,"selflearn",NA,"uni","classesabroad","immersion","Deutsch an der Uni","24","7 Monate","biene.wav","0.0-17.0-0.8","biene","biene_buehne","biene","buehne",1,"y/i"
"604","0pan","image-keyboard-response",245,764945,"0.0-17.0-1.9",NA,NA,NA,NA,NA,"918","p","pics/scaled/spielen_spuelen.jpg","Englisch","11",NA,"selflearn",NA,"uni","classesabroad","immersion","Deutsch an der Uni","24","7 Monate","spuelen2.wav","0.0-17.0-0.9","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i"
"606","0pan","image-keyboard-response",247,767531,"0.0-17.0-1.10",NA,NA,NA,NA,NA,"564","q","pics/scaled/spulen_spuelen.jpg","Englisch","11",NA,"selflearn",NA,"uni","classesabroad","immersion","Deutsch an der Uni","24","7 Monate","spulen.wav","0.0-17.0-0.10","spulen","spulen_spuelen","spulen","spuelen",1,"y/u"
"608","0pan","image-keyboard-response",249,769702,"0.0-17.0-1.11",NA,NA,NA,NA,NA,"134","p","pics/scaled/spielen_spulen.jpg","Englisch","11",NA,"selflearn",NA,"uni","classesabroad","immersion","Deutsch an der Uni","24","7 Monate","spielen2.wav","0.0-17.0-0.11","spielen","spielen_spulen","spulen","spielen",1,"i/u"
"610","0pan","image-keyboard-response",251,771886,"0.0-17.0-1.12",NA,NA,NA,NA,NA,"438","q","pics/scaled/kiel_kuehl.jpg","Englisch","11",NA,"selflearn",NA,"uni","classesabroad","immersion","Deutsch an der Uni","24","7 Monate","kiel.wav","0.0-17.0-0.12","kiel","kiel_kuehl","kiel","kuehl",1,"y/i"
"612","0pan","image-keyboard-response",253,774045,"0.0-17.0-1.13",NA,NA,NA,NA,NA,"280","p","pics/scaled/stiel2_stuhl.jpg","Englisch","11",NA,"selflearn",NA,"uni","classesabroad","immersion","Deutsch an der Uni","24","7 Monate","stuhl.wav","0.0-17.0-0.13","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u"
"614","0pan","image-keyboard-response",255,776419,"0.0-17.0-1.14",NA,NA,NA,NA,NA,"432","q","pics/scaled/siegel_segel.jpg","Englisch","11",NA,"selflearn",NA,"uni","classesabroad","immersion","Deutsch an der Uni","24","7 Monate","segel.wav","0.0-17.0-0.14","segel","siegel_segel","segel","siegel",1,"i/e"
"616","0pan","image-keyboard-response",257,778455,"0.0-17.0-1.15",NA,NA,NA,NA,NA,"87","p","pics/scaled/siegel_segel.jpg","Englisch","11",NA,"selflearn",NA,"uni","classesabroad","immersion","Deutsch an der Uni","24","7 Monate","siegel.wav","0.0-17.0-0.15","siegel","siegel_segel","segel","siegel",1,"i/e"
